YEAR,GEO,FUEL,SUPPLY
2000,Canada,Natural gas (gigalitres),Imports
2001,Canada,Natural gas (gigalitres),Imports
2002,Canada,Natural gas (gigalitres),Imports
2003,Canada,Natural gas (gigalitres),Imports
2004,Canada,Natural gas (gigalitres),Imports
2005,Canada,Natural gas (gigalitres),Imports
2006,Canada,Natural gas (gigalitres),Imports
2007,Canada,Natural gas (gigalitres),Imports
2008,Canada,Natural gas (gigalitres),Imports
2009,Canada,Natural gas (gigalitres),Imports
2010,Canada,Natural gas (gigalitres),Imports
2011,Canada,Natural gas (gigalitres),Imports
2012,Canada,Natural gas (gigalitres),Imports
2013,Canada,Natural gas (gigalitres),Imports
2014,Canada,Natural gas (gigalitres),Imports
2015,Canada,Natural gas (gigalitres),Imports
2016,Canada,Natural gas (gigalitres),Imports
1999,Canada,Natural gas (gigalitres),Inter-regional transfers
2000,Canada,Natural gas (gigalitres),Inter-regional transfers
2001,Canada,Natural gas (gigalitres),Inter-regional transfers
2005,Canada,Natural gas (gigalitres),Inter-regional transfers
1995,Canada,Natural gas (gigalitres),Stock variation
1996,Canada,Natural gas (gigalitres),Stock variation
1997,Canada,Natural gas (gigalitres),Stock variation
1998,Canada,Natural gas (gigalitres),Stock variation
1999,Canada,Natural gas (gigalitres),Stock variation
2000,Canada,Natural gas (gigalitres),Stock variation
2001,Canada,Natural gas (gigalitres),Stock variation
2002,Canada,Natural gas (gigalitres),Stock variation
2003,Canada,Natural gas (gigalitres),Stock variation
2004,Canada,Natural gas (gigalitres),Stock variation
2005,Canada,Natural gas (gigalitres),Stock variation
2006,Canada,Natural gas (gigalitres),Stock variation
2007,Canada,Natural gas (gigalitres),Stock variation
2008,Canada,Natural gas (gigalitres),Stock variation
2009,Canada,Natural gas (gigalitres),Stock variation
2010,Canada,Natural gas (gigalitres),Stock variation
2011,Canada,Natural gas (gigalitres),Stock variation
2012,Canada,Natural gas (gigalitres),Stock variation
2013,Canada,Natural gas (gigalitres),Stock variation
2014,Canada,Natural gas (gigalitres),Stock variation
2015,Canada,Natural gas (gigalitres),Stock variation
2016,Canada,Natural gas (gigalitres),Stock variation
1995,Canada,Natural gas (gigalitres),Inter-product transfers
1996,Canada,Natural gas (gigalitres),Inter-product transfers
1997,Canada,Natural gas (gigalitres),Inter-product transfers
1998,Canada,Natural gas (gigalitres),Inter-product transfers
1999,Canada,Natural gas (gigalitres),Inter-product transfers
2000,Canada,Natural gas (gigalitres),Inter-product transfers
2001,Canada,Natural gas (gigalitres),Inter-product transfers
2002,Canada,Natural gas (gigalitres),Inter-product transfers
2003,Canada,Natural gas (gigalitres),Inter-product transfers
2004,Canada,Natural gas (gigalitres),Inter-product transfers
2005,Canada,Natural gas (gigalitres),Inter-product transfers
2006,Canada,Natural gas (gigalitres),Inter-product transfers
2007,Canada,Natural gas (gigalitres),Inter-product transfers
2008,Canada,Natural gas (gigalitres),Inter-product transfers
2009,Canada,Natural gas (gigalitres),Inter-product transfers
2010,Canada,Natural gas (gigalitres),Inter-product transfers
2011,Canada,Natural gas (gigalitres),Inter-product transfers
2012,Canada,Natural gas (gigalitres),Inter-product transfers
2013,Canada,Natural gas (gigalitres),Inter-product transfers
2014,Canada,Natural gas (gigalitres),Inter-product transfers
2015,Canada,Natural gas (gigalitres),Inter-product transfers
2016,Canada,Natural gas (gigalitres),Inter-product transfers
1995,Canada,Natural gas (gigalitres),Other adjustments
1996,Canada,Natural gas (gigalitres),Other adjustments
1997,Canada,Natural gas (gigalitres),Other adjustments
1998,Canada,Natural gas (gigalitres),Other adjustments
1999,Canada,Natural gas (gigalitres),Other adjustments
2000,Canada,Natural gas (gigalitres),Other adjustments
2001,Canada,Natural gas (gigalitres),Other adjustments
2002,Canada,Natural gas (gigalitres),Other adjustments
2003,Canada,Natural gas (gigalitres),Other adjustments
2004,Canada,Natural gas (gigalitres),Other adjustments
2005,Canada,Natural gas (gigalitres),Other adjustments
2006,Canada,Natural gas (gigalitres),Other adjustments
2007,Canada,Natural gas (gigalitres),Other adjustments
2008,Canada,Natural gas (gigalitres),Other adjustments
2009,Canada,Natural gas (gigalitres),Other adjustments
2010,Canada,Natural gas (gigalitres),Other adjustments
2011,Canada,Natural gas (gigalitres),Other adjustments
2012,Canada,Natural gas (gigalitres),Other adjustments
2013,Canada,Natural gas (gigalitres),Other adjustments
2014,Canada,Natural gas (gigalitres),Other adjustments
2015,Canada,Natural gas (gigalitres),Other adjustments
2016,Canada,Natural gas (gigalitres),Other adjustments
1995,Canada,Natural gas (gigalitres),Availability
1996,Canada,Natural gas (gigalitres),Availability
1997,Canada,Natural gas (gigalitres),Availability
1998,Canada,Natural gas (gigalitres),Availability
1999,Canada,Natural gas (gigalitres),Availability
2000,Canada,Natural gas (gigalitres),Availability
2001,Canada,Natural gas (gigalitres),Availability
2002,Canada,Natural gas (gigalitres),Availability
2003,Canada,Natural gas (gigalitres),Availability
2004,Canada,Natural gas (gigalitres),Availability
2005,Canada,Natural gas (gigalitres),Availability
2006,Canada,Natural gas (gigalitres),Availability
2007,Canada,Natural gas (gigalitres),Availability
2008,Canada,Natural gas (gigalitres),Availability
2009,Canada,Natural gas (gigalitres),Availability
2010,Canada,Natural gas (gigalitres),Availability
2011,Canada,Natural gas (gigalitres),Availability
2012,Canada,Natural gas (gigalitres),Availability
2013,Canada,Natural gas (gigalitres),Availability
2014,Canada,Natural gas (gigalitres),Availability
2015,Canada,Natural gas (gigalitres),Availability
2016,Canada,Natural gas (gigalitres),Availability
1995,Canada,Natural gas (gigalitres),Transformed to electricity by utilities
1996,Canada,Natural gas (gigalitres),Transformed to electricity by utilities
1997,Canada,Natural gas (gigalitres),Transformed to electricity by utilities
1998,Canada,Natural gas (gigalitres),Transformed to electricity by utilities
1999,Canada,Natural gas (gigalitres),Transformed to electricity by utilities
2000,Canada,Natural gas (gigalitres),Transformed to electricity by utilities
2001,Canada,Natural gas (gigalitres),Transformed to electricity by utilities
2002,Canada,Natural gas (gigalitres),Transformed to electricity by utilities
2003,Canada,Natural gas (gigalitres),Transformed to electricity by utilities
2004,Canada,Natural gas (gigalitres),Transformed to electricity by utilities
2005,Canada,Natural gas (gigalitres),Transformed to electricity by utilities
2006,Canada,Natural gas (gigalitres),Transformed to electricity by utilities
2007,Canada,Natural gas (gigalitres),Transformed to electricity by utilities
2008,Canada,Natural gas (gigalitres),Transformed to electricity by utilities
2009,Canada,Natural gas (gigalitres),Transformed to electricity by utilities
2010,Canada,Natural gas (gigalitres),Transformed to electricity by utilities
2011,Canada,Natural gas (gigalitres),Transformed to electricity by utilities
2012,Canada,Natural gas (gigalitres),Transformed to electricity by utilities
2013,Canada,Natural gas (gigalitres),Transformed to electricity by utilities
2014,Canada,Natural gas (gigalitres),Transformed to electricity by utilities
2015,Canada,Natural gas (gigalitres),Transformed to electricity by utilities
2016,Canada,Natural gas (gigalitres),Transformed to electricity by utilities
1995,Canada,Natural gas (gigalitres),Transformed to electricity by industry
1996,Canada,Natural gas (gigalitres),Transformed to electricity by industry
1997,Canada,Natural gas (gigalitres),Transformed to electricity by industry
1998,Canada,Natural gas (gigalitres),Transformed to electricity by industry
1999,Canada,Natural gas (gigalitres),Transformed to electricity by industry
2000,Canada,Natural gas (gigalitres),Transformed to electricity by industry
2001,Canada,Natural gas (gigalitres),Transformed to electricity by industry
2002,Canada,Natural gas (gigalitres),Transformed to electricity by industry
2003,Canada,Natural gas (gigalitres),Transformed to electricity by industry
2004,Canada,Natural gas (gigalitres),Transformed to electricity by industry
2005,Canada,Natural gas (gigalitres),Transformed to electricity by industry
2006,Canada,Natural gas (gigalitres),Transformed to electricity by industry
2007,Canada,Natural gas (gigalitres),Transformed to electricity by industry
2008,Canada,Natural gas (gigalitres),Transformed to electricity by industry
2009,Canada,Natural gas (gigalitres),Transformed to electricity by industry
2010,Canada,Natural gas (gigalitres),Transformed to electricity by industry
2011,Canada,Natural gas (gigalitres),Transformed to electricity by industry
2012,Canada,Natural gas (gigalitres),Transformed to electricity by industry
2013,Canada,Natural gas (gigalitres),Transformed to electricity by industry
2014,Canada,Natural gas (gigalitres),Transformed to electricity by industry
2015,Canada,Natural gas (gigalitres),Transformed to electricity by industry
2016,Canada,Natural gas (gigalitres),Transformed to electricity by industry
1995,Canada,Natural gas (gigalitres),Transformed to refined petroleum products
1996,Canada,Natural gas (gigalitres),Transformed to refined petroleum products
1997,Canada,Natural gas (gigalitres),Transformed to refined petroleum products
1998,Canada,Natural gas (gigalitres),Transformed to refined petroleum products
1999,Canada,Natural gas (gigalitres),Transformed to refined petroleum products
2000,Canada,Natural gas (gigalitres),Transformed to refined petroleum products
2001,Canada,Natural gas (gigalitres),Transformed to refined petroleum products
2002,Canada,Natural gas (gigalitres),Transformed to refined petroleum products
2003,Canada,Natural gas (gigalitres),Transformed to refined petroleum products
2004,Canada,Natural gas (gigalitres),Transformed to refined petroleum products
2005,Canada,Natural gas (gigalitres),Transformed to refined petroleum products
2006,Canada,Natural gas (gigalitres),Transformed to refined petroleum products
2007,Canada,Natural gas (gigalitres),Transformed to refined petroleum products
2008,Canada,Natural gas (gigalitres),Transformed to refined petroleum products
2009,Canada,Natural gas (gigalitres),Transformed to refined petroleum products
2010,Canada,Natural gas (gigalitres),Transformed to refined petroleum products
2011,Canada,Natural gas (gigalitres),Transformed to refined petroleum products
2012,Canada,Natural gas (gigalitres),Transformed to refined petroleum products
2013,Canada,Natural gas (gigalitres),Transformed to refined petroleum products
2014,Canada,Natural gas (gigalitres),Transformed to refined petroleum products
2015,Canada,Natural gas (gigalitres),Transformed to refined petroleum products
2016,Canada,Natural gas (gigalitres),Transformed to refined petroleum products
1995,Canada,Natural gas (gigalitres),Transformed to steam generation
1996,Canada,Natural gas (gigalitres),Transformed to steam generation
1997,Canada,Natural gas (gigalitres),Transformed to steam generation
1998,Canada,Natural gas (gigalitres),Transformed to steam generation
1999,Canada,Natural gas (gigalitres),Transformed to steam generation
2000,Canada,Natural gas (gigalitres),Transformed to steam generation
2001,Canada,Natural gas (gigalitres),Transformed to steam generation
2002,Canada,Natural gas (gigalitres),Transformed to steam generation
2003,Canada,Natural gas (gigalitres),Transformed to steam generation
2004,Canada,Natural gas (gigalitres),Transformed to steam generation
2005,Canada,Natural gas (gigalitres),Transformed to steam generation
2006,Canada,Natural gas (gigalitres),Transformed to steam generation
2007,Canada,Natural gas (gigalitres),Transformed to steam generation
2008,Canada,Natural gas (gigalitres),Transformed to steam generation
2009,Canada,Natural gas (gigalitres),Transformed to steam generation
2010,Canada,Natural gas (gigalitres),Transformed to steam generation
2011,Canada,Natural gas (gigalitres),Transformed to steam generation
2012,Canada,Natural gas (gigalitres),Transformed to steam generation
2013,Canada,Natural gas (gigalitres),Transformed to steam generation
2014,Canada,Natural gas (gigalitres),Transformed to steam generation
2015,Canada,Natural gas (gigalitres),Transformed to steam generation
2016,Canada,Natural gas (gigalitres),Transformed to steam generation
1995,Canada,Natural gas (gigalitres),Net supply
1996,Canada,Natural gas (gigalitres),Net supply
1997,Canada,Natural gas (gigalitres),Net supply
1998,Canada,Natural gas (gigalitres),Net supply
1999,Canada,Natural gas (gigalitres),Net supply
2000,Canada,Natural gas (gigalitres),Net supply
2001,Canada,Natural gas (gigalitres),Net supply
2002,Canada,Natural gas (gigalitres),Net supply
2003,Canada,Natural gas (gigalitres),Net supply
2004,Canada,Natural gas (gigalitres),Net supply
2005,Canada,Natural gas (gigalitres),Net supply
2006,Canada,Natural gas (gigalitres),Net supply
2007,Canada,Natural gas (gigalitres),Net supply
2008,Canada,Natural gas (gigalitres),Net supply
2009,Canada,Natural gas (gigalitres),Net supply
2010,Canada,Natural gas (gigalitres),Net supply
2011,Canada,Natural gas (gigalitres),Net supply
2012,Canada,Natural gas (gigalitres),Net supply
2013,Canada,Natural gas (gigalitres),Net supply
2014,Canada,Natural gas (gigalitres),Net supply
2015,Canada,Natural gas (gigalitres),Net supply
2016,Canada,Natural gas (gigalitres),Net supply
1995,Canada,Natural gas (gigalitres),Producer consumption
1996,Canada,Natural gas (gigalitres),Producer consumption
1997,Canada,Natural gas (gigalitres),Producer consumption
1998,Canada,Natural gas (gigalitres),Producer consumption
1999,Canada,Natural gas (gigalitres),Producer consumption
2000,Canada,Natural gas (gigalitres),Producer consumption
2001,Canada,Natural gas (gigalitres),Producer consumption
2002,Canada,Natural gas (gigalitres),Producer consumption
2003,Canada,Natural gas (gigalitres),Producer consumption
2004,Canada,Natural gas (gigalitres),Producer consumption
2005,Canada,Natural gas (gigalitres),Producer consumption
2006,Canada,Natural gas (gigalitres),Producer consumption
2007,Canada,Natural gas (gigalitres),Producer consumption
2008,Canada,Natural gas (gigalitres),Producer consumption
2009,Canada,Natural gas (gigalitres),Producer consumption
2010,Canada,Natural gas (gigalitres),Producer consumption
2011,Canada,Natural gas (gigalitres),Producer consumption
2012,Canada,Natural gas (gigalitres),Producer consumption
2013,Canada,Natural gas (gigalitres),Producer consumption
2014,Canada,Natural gas (gigalitres),Producer consumption
2015,Canada,Natural gas (gigalitres),Producer consumption
2016,Canada,Natural gas (gigalitres),Producer consumption
1995,Canada,Natural gas (gigalitres),Non-energy use
1996,Canada,Natural gas (gigalitres),Non-energy use
1997,Canada,Natural gas (gigalitres),Non-energy use
1998,Canada,Natural gas (gigalitres),Non-energy use
1999,Canada,Natural gas (gigalitres),Non-energy use
2000,Canada,Natural gas (gigalitres),Non-energy use
2001,Canada,Natural gas (gigalitres),Non-energy use
2002,Canada,Natural gas (gigalitres),Non-energy use
2003,Canada,Natural gas (gigalitres),Non-energy use
2004,Canada,Natural gas (gigalitres),Non-energy use
2005,Canada,Natural gas (gigalitres),Non-energy use
2006,Canada,Natural gas (gigalitres),Non-energy use
2007,Canada,Natural gas (gigalitres),Non-energy use
2008,Canada,Natural gas (gigalitres),Non-energy use
2009,Canada,Natural gas (gigalitres),Non-energy use
2010,Canada,Natural gas (gigalitres),Non-energy use
2011,Canada,Natural gas (gigalitres),Non-energy use
2012,Canada,Natural gas (gigalitres),Non-energy use
2013,Canada,Natural gas (gigalitres),Non-energy use
2014,Canada,Natural gas (gigalitres),Non-energy use
2015,Canada,Natural gas (gigalitres),Non-energy use
2016,Canada,Natural gas (gigalitres),Non-energy use
1995,Canada,Natural gas (gigalitres),"Energy use, final demand"
1996,Canada,Natural gas (gigalitres),"Energy use, final demand"
1997,Canada,Natural gas (gigalitres),"Energy use, final demand"
1998,Canada,Natural gas (gigalitres),"Energy use, final demand"
